MARQUE_MODELE;ANNEE;CAF_XOF;COTE_EUR_IMPLICITE;PLANCHER;CATEGORIE_TAUX;TAUX_MARGINAL;DROITS_IM4_XOF_depuis_fev2025;NB_DECLARATIONS;FIABILITE_CAF_%
MERCEDES BENZ CLA 250 10;2014;8077944;12314;;B_TOURISME_STANDARD;0.31598;2651069;1;100
MERCEDES BENZ CLA 250 GV ACCID;2016;3000003;4573;;B_TOURISME_STANDARD;0.31598;1046541;1;100
MERCEDES BENZ CLA CLASS;2002;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
MERCEDES BENZ CLASS A 200;2013;4143925;6317;;B_TOURISME_STANDARD;0.31598;1407997;1;100
MERCEDES BENZ CLASS S;2006;2157678;3289;;A_TOURISME_13CV_PLUS;0.40208;966159;1;100
MERCEDES BENZ E 350;2010;4699750;7164;;A_TOURISME_13CV_PLUS;0.40208;1988275;1;100
MERCEDES BENZ E CLASS E 320;2005;1562950;2382;;A_TOURISME_13CV_PLUS;0.40208;727031;1;100
MERCEDES BENZ E CLASS E 350;2010;4207781;6414;;A_TOURISME_13CV_PLUS;0.40208;1790465;1;100
MERCEDES BENZ E300;2018;15687081;23914;;B_TOURISME_STANDARD;0.31598;5055404;1;100
MERCEDES BENZ E350;2014;7094004;10814;;A_TOURISME_13CV_PLUS;0.40208;2950957;1;100
MERCEDES BENZ E350 4M;2012;1958764;2985;;AUTRE/EXONERE;;;1;100
MERCEDES BENZ E3504M;2015;9914632;15114;;A_TOURISME_13CV_PLUS;0.40208;4085075;1;100
MERCEDES BENZ GL 500;2013;11648109;17757;;A_TOURISME_13CV_PLUS;0.40208;4782072;1;100
MERCEDES BENZ GL450;2013;7946753;12114;;A_TOURISME_13CV_PLUS;0.40208;3293830;1;100
MERCEDES BENZ GLA 250;2016;11488937;17514;;B_TOURISME_STANDARD;0.31598;3728874;1;100
MERCEDES BENZ GLA 250 GR ACCID;2015;1745401;2660;;B_TOURISME_STANDARD;0.31598;650112;1;100
MERCEDES BENZ GLA CLASS;2019;15687081;23914;;B_TOURISME_STANDARD;0.31598;5055404;1;100
MERCEDES BENZ GLC 300;2016;11882513;18114;;B_TOURISME_STANDARD;0.31598;3853236;1;100
MERCEDES BENZ GLC 300;2017;13653605;20814;;B_TOURISME_STANDARD;0.31598;4412866;1;100
MERCEDES BENZ GLC 300;2018;17523771;26714;;B_TOURISME_STANDARD;0.31598;5635761;1;100
MERCEDES BENZ GLC 43;2019;20541184;31314;;A_TOURISME_13CV_PLUS;0.40208;8357799;1;100
MERCEDES BENZ GLC CLASS GLC300;2017;18934083;28864;;B_TOURISME_STANDARD;0.31598;6081392;1;100
MERCEDES BENZ GLC CLASS GLC300;2018;13404340;20434;;B_TOURISME_STANDARD;0.31598;4334103;1;100
MERCEDES BENZ GLC300;2019;21590721;32914;;B_TOURISME_STANDARD;0.31598;6920836;1;100
MERCEDES BENZ GLE 350 4MATIC;2017;18934083;28864;;A_TOURISME_13CV_PLUS;0.40208;7711616;1;100
MERCEDES BENZ GLE 350 4MATIC;2020;33596801;51217;;B_TOURISME_STANDARD;0.31598;10714517;1;100
MERCEDES BENZ GLE 43 AMG;2017;18507709;28214;;A_TOURISME_13CV_PLUS;0.40208;7540180;1;100
MERCEDES BENZ GLE 43 AMG 4MATI;2017;17786153;27114;;A_TOURISME_13CV_PLUS;0.40208;7250056;1;100
MERCEDES BENZ GLE 450 AMG;2016;15162312;23114;;A_TOURISME_13CV_PLUS;0.40208;6195062;1;100
MERCEDES BENZ GLE 53;2021;54716701;83414;;A_TOURISME_13CV_PLUS;0.40208;22099091;1;100
MERCEDES BENZ GLE 53 AMG;2020;35197073;53657;;A_TOURISME_13CV_PLUS;0.40208;14250639;1;100
MERCEDES BENZ GLE COUPE 43 AMG;2017;19622841;29914;;A_TOURISME_13CV_PLUS;0.40208;7988552;1;100
MERCEDES BENZ GLE350 M C;2016;14867130;22664;;A_TOURISME_13CV_PLUS;0.40208;6076376;1;100
MERCEDES BENZ GLE400;2017;20082013;30614;;A_TOURISME_13CV_PLUS;0.40208;8173176;1;100
MERCEDES BENZ GLE450;2019;26838400;40914;;A_TOURISME_13CV_PLUS;0.40208;10889784;1;100
MERCEDES BENZ GLK 350 4MATIC;2012;6749626;10289;;A_TOURISME_13CV_PLUS;0.40208;2812490;1;100
MERCEDES BENZ GLK 350 4MATIC;2013;5224519;7964;;A_TOURISME_13CV_PLUS;0.40208;2199275;1;100
MERCEDES BENZ GLK CLASS GLK350;2012;6749628;10289;;A_TOURISME_13CV_PLUS;0.40208;2812490;1;100
MERCEDES BENZ GLK GLK 350;2014;6859601;10457;;A_TOURISME_13CV_PLUS;0.40208;2856708;1;100
MERCEDES BENZ GLK250;2015;9357067;14264;;B_TOURISME_STANDARD;0.31598;3055246;1;100
MERCEDES BENZ GLK280 10;2008;3022235;4607;;A_TOURISME_13CV_PLUS;0.40208;1313780;1;100
MERCEDES BENZ GLK350;2013;5224518;7964;;A_TOURISME_13CV_PLUS;0.40208;2199274;1;100
MERCEDES BENZ GLK350 4MATIC;2010;4552159;6939;;A_TOURISME_13CV_PLUS;0.40208;1928932;1;100
MERCEDES BENZ M CLASS;2003;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
MERCEDES BENZ ML 320 CDI;2006;1992378;3037;;A_TOURISME_13CV_PLUS;0.40208;899695;1;100
MERCEDES BENZ ML 350;2007;2929971;4466;;A_TOURISME_13CV_PLUS;0.40208;1276683;1;100
MERCEDES BENZ ML 350 18 10;2012;7253177;11057;;A_TOURISME_13CV_PLUS;0.40208;3014957;1;100
MERCEDES BENZ ML 350 29 12;2010;5236403;7982;;A_TOURISME_13CV_PLUS;0.40208;2204053;1;100
MERCEDES BENZ ML 350 ACCIDENTE;2014;3930693;5992;;A_TOURISME_13CV_PLUS;0.40208;1679053;1;100
MERCEDES BENZ ML 350 G ACCIDEN;2012;2299446;3505;;A_TOURISME_13CV_PLUS;0.40208;1023161;1;100
MERCEDES BENZ ML 500;2006;2371093;3614;;A_TOURISME_13CV_PLUS;0.40208;1051969;1;100
MERCEDES BENZ ML 550;2014;9455460;14414;;A_TOURISME_13CV_PLUS;0.40208;3900451;1;100
MERCEDES BENZ ML350;2009;3761728;5734;;A_TOURISME_13CV_PLUS;0.40208;1611116;1;100
MERCEDES BENZ ML350 08;2009;4552160;6939;;A_TOURISME_13CV_PLUS;0.40208;1928932;1;100
MERCEDES BENZ ML350 GRAVE ACCI;2008;1620465;2470;;A_TOURISME_13CV_PLUS;0.40208;750157;1;100
MERCEDES BENZ S350;2011;4629337;7057;;A_TOURISME_13CV_PLUS;0.40208;1959964;1;100
MERCEDES BENZ S500;1999;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
MERCEDES BENZ S500;2001;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCEDES BENZ SLC;2017;13128836;20014;;B_TOURISME_STANDARD;0.31598;4247050;1;100
MERCEDES BENZ SLK250 ACCIDENTE;2014;1813044;2763;;B_TOURISME_STANDARD;0.31598;671486;1;100
MERCEDES BENZ SLK280;2006;1685388;2569;;A_TOURISME_13CV_PLUS;0.40208;776261;1;100
MERCEDES BENZ SPRINTER;2004;1690635;2577;;C_CAMION_BUS;0.23338;493160;1;100
MERCEDES BENZ SPRINTER;2014;4596539;7007;;B_TOURISME_STANDARD;0.31598;1551014;1;100
MERCEDES BENZ SPRINTER USAGES;2000;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
MERCEDES BENZ SPRINTER USAGES;2011;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
MERCEDES BENZ SPRINTER USAGES;2013;3576523;5452;;C_CAMION_BUS;0.23338;933289;1;100
MERCEDES BENZ TRUCK;2007;2700001;4115;;D_TRACTEUR_ROUTIER;0.19208;617216;1;100
MERCEDES BENZ VANEO;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCEDES BENZ VITO;1999;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
MERCEDES BENZ VITO USAGES;2013;2976317;4537;;C_CAMION_BUS;0.23338;793213;1;100
MERCEDES C300 ACCIDENTE;2013;2767631;4219;;A_TOURISME_13CV_PLUS;0.40208;1211409;1;100
MERCEDES CLA 180;2014;6236439;9507;;B_TOURISME_STANDARD;0.31598;2069190;1;100
MERCEDES CLK 220 01 07;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCEDES E350;2006;1951277;2974;;A_TOURISME_13CV_PLUS;0.40208;883169;1;100
MERCEDES GLA 250;2019;15687081;23914;;B_TOURISME_STANDARD;0.31598;5055404;1;100
MERCEDES GLC COUPE 300 4MATIC;2017;16211849;24714;;A_TOURISME_13CV_PLUS;0.40208;6617060;1;100
MERCEDES GLK 350;2015;7618773;11614;;A_TOURISME_13CV_PLUS;0.40208;3161956;1;100
MERCEDES GLK 350 M C;2014;8930692;13614;;A_TOURISME_13CV_PLUS;0.40208;3689453;1;100
MERCEDES GLS 450;2017;18966881;28914;;A_TOURISME_13CV_PLUS;0.40208;7724804;1;100
MERCEDES GLS 550;2016;23230621;35414;;A_TOURISME_13CV_PLUS;0.40208;9439168;1;100
MERCEDES GLS450;2018;24345752;37114;;A_TOURISME_13CV_PLUS;0.40208;9887540;1;100
MERCEDES ML 250;2010;4252401;6482;;A_TOURISME_13CV_PLUS;0.40208;1808405;1;100
MERCEDES ML320 02 11;2006;2572245;3921;;A_TOURISME_13CV_PLUS;0.40208;1132848;1;100
MERCEDES ML400;2015;12662665;19303;;AUTRE/EXONERE;;;1;100
MERCEDES R320;2009;3387831;5164;;A_TOURISME_13CV_PLUS;0.40208;1460779;1;100
MERCEDES SLK200 10;2007;2608979;3977;;B_TOURISME_STANDARD;0.31598;922985;1;100
MERCERDES ML250;2013;6761209;10307;;A_TOURISME_13CV_PLUS;0.40208;2817147;1;100
MG ZS AUTRES;2026;8560773;13050;;AUTRE/EXONERE;;;1;100
MG3 MG3 25 11 AUTRES;2025;171981938;262184;;AUTRE/EXONERE;;;1;100
MG5 AUTRES;2026;97281914;148305;;AUTRE/EXONERE;;;1;100
MINI COOPER;2003;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MINI COOPER;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MINI COUNTRYMAN;2013;1500000;;OUI;AUTRE/EXONERE;;;1;100
MINI ONE;2006;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
MITSUBISH MONTERO;1998;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
MITSUBISHI ASX;2011;3694594;5632;;B_TOURISME_STANDARD;0.31598;1266018;1;100
MITSUBISHI ASX;2016;5826464;8882;;B_TOURISME_STANDARD;0.31598;1939646;1;100
MITSUBISHI CANTER;1990;2500003;;OUI;C_CAMION_BUS;0.23338;682051;1;100
MITSUBISHI CANTER;1999;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
MITSUBISHI CANTER;2002;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
MITSUBISHI CANTER;2004;2482177;3783;;C_CAMION_BUS;0.23338;677890;1;100
MITSUBISHI CANTER;2006;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
MITSUBISHI CANTER;2007;2700000;4115;;C_CAMION_BUS;0.23338;728726;1;100
MITSUBISHI FUSO;2008;2500003;;OUI;C_CAMION_BUS;0.23338;682051;1;100
MITSUBISHI L200;1992;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
MITSUBISHI L200;2003;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
MITSUBISHI L200;2014;4970436;7577;;C_CAMION_BUS;0.23338;1258600;1;100
MITSUBISHI L200 NEUF AUTRES;2023;66907613;101999;;AUTRE/EXONERE;;;1;100
MITSUBISHI L300;1989;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
MITSUBISHI L300;1990;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
MITSUBISHI L300;1994;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
MITSUBISHI L300;1997;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
MITSUBISHI L300 23 11;1999;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
MITSUBISHI L300 27 06;1990;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
MITSUBISHI L300 USAGES;1994;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
MITSUBISHI LANCER 15 07;2009;3596202;5482;;B_TOURISME_STANDARD;0.31598;1234928;1;100
MITSUBISHI MONTERO;2001;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
MITSUBISHI OUTLANDER;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MITSUBISHI OUTLANDER;2006;1831011;2791;;A_TOURISME_13CV_PLUS;0.40208;834813;1;100
MITSUBISHI OUTLANDER;2009;2920721;4452;;A_TOURISME_13CV_PLUS;0.40208;1272963;1;100
MITSUBISHI OUTLANDER;2016;7799162;11889;;B_TOURISME_STANDARD;0.31598;2562979;1;100
MITSUBISHI OUTLANDER;2017;9488259;14464;;A_TOURISME_13CV_PLUS;0.40208;3913639;1;100
MITSUBISHI OUTLANDER GRAVE AC;2016;1729003;2635;;A_TOURISME_13CV_PLUS;0.40208;793798;1;100
MITSUBISHI OUTLANDER M C 07;2008;2602419;3967;;B_TOURISME_STANDARD;0.31598;920912;1;100
MITSUBISHI PAJERO;2003;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
MITSUBISHI PAJERO;2005;2084212;3177;;AUTRE/EXONERE;;;1;100
MITSUBISHI PAJERO;2012;4535760;6914;;A_TOURISME_13CV_PLUS;0.40208;1922338;1;100
MITSUBISHI PAJERO;2014;2915688;4444;;A_TOURISME_13CV_PLUS;0.40208;1270940;1;100
MITSUBISHI PAJERO PININ;2004;1501015;;OUI;B_TOURISME_STANDARD;0.31598;572891;1;100
MITSUBISHI ROSA BUS;2005;6425000;9794;;C_CAMION_BUS;0.23338;1598066;1;100
MITSUBISHI ROSA BUS;2006;6425000;9794;;C_CAMION_BUS;0.23338;1598066;1;100
MITSUBISHI RVR;2011;3715811;5664;;B_TOURISME_STANDARD;0.31598;1272722;1;100
MITSUBISHI RVR;2012;4014272;6119;;B_TOURISME_STANDARD;0.31598;1367030;1;100
MITSUBISHI RVR;2013;4384889;6684;;B_TOURISME_STANDARD;0.31598;1484137;1;100
MITSUBISHI RVR ACCIDENTE;2012;1637367;2495;;A_TOURISME_13CV_PLUS;0.40208;756953;1;100
MITSUBISHI SPACE RUNNER;1999;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MITSUBISHI SPACE STAR;1999;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MITSUBISHI SPACE STAR;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MITSUBISHI SPACE WAGON;1999;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
MITSUBISHI SPACE WAGON;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NEW PEUGEOT ACTIVE NEUF AUTRES;2008;13083713;19945;;AUTRE/EXONERE;;;1;100
NEW PEUGEOT NEUF AUTRES;2008;13814672;21060;;AUTRE/EXONERE;;;1;100
NEW TOYOTA LAND CRUISER MODEL AUTRES;2024;62994000;96033;;AUTRE/EXONERE;;;1;100
NISSAN ALMERA;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA 17 11;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA 29 06;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA 29 09;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA TINO;2001;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA TINO;2007;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA TINO 08;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA TINO 12 08;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA TINO 13 02;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA TINO 15 11;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA TINO 23 08;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA TINO 24 08;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA TINO 26 08;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA TINO 29 07;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA TINO 29 09;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA TINO 30 06;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA TINO 30 08;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALMERA TINO M C 19 08;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN ALTIMA;2008;1928320;2939;;A_TOURISME_13CV_PLUS;0.40208;873939;1;100
NISSAN ALTIMA;2012;2725313;4154;;A_TOURISME_13CV_PLUS;0.40208;1194394;1;100
NISSAN ALTIMA;2013;3145126;4794;;A_TOURISME_13CV_PLUS;0.40208;1363192;1;100
NISSAN ALTIMA;2015;3604298;5494;;A_TOURISME_13CV_PLUS;0.40208;1547816;1;100
NISSAN CABSTAR;2000;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
NISSAN CABSTAR;2001;2500003;;OUI;C_CAMION_BUS;0.23338;682051;1;100
NISSAN CABSTAR 20 02;1997;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
NISSAN DOUBLE CAB;2004;1566004;2387;;C_CAMION_BUS;0.23338;464074;1;100
NISSAN FRONTIER;2000;1866003;2844;;C_CAMION_BUS;0.23338;534088;1;100
NISSAN FRONTIER;2003;1866002;2844;;C_CAMION_BUS;0.23338;534088;1;100
NISSAN FRONTIER;2005;2253020;3434;;C_CAMION_BUS;0.23338;624410;1;100
NISSAN FRONTIER;2007;1866005;2844;;C_CAMION_BUS;0.23338;534088;1;100
NISSAN FRONTIER;2010;1866002;2844;;C_CAMION_BUS;0.23338;534088;1;100
NISSAN FRONTIER;2012;2607239;3974;;C_CAMION_BUS;0.23338;707077;1;100
NISSAN HARDBODY;2011;2000001;3048;;C_CAMION_BUS;0.23338;565360;1;100
NISSAN JUKE;2010;2444989;3727;;B_TOURISME_STANDARD;0.31598;871168;1;100
NISSAN JUKE;2014;4089710;6234;;B_TOURISME_STANDARD;0.31598;1390867;1;100
NISSAN JUKE;2015;4519362;6889;;B_TOURISME_STANDARD;0.31598;1526628;1;100
NISSAN JUKE;2016;5011332;7639;;B_TOURISME_STANDARD;0.31598;1682081;1;100
NISSAN JUKE 03 05;2011;2727053;4157;;B_TOURISME_STANDARD;0.31598;960294;1;100
NISSAN JUKE 07;2013;4089710;6234;;B_TOURISME_STANDARD;0.31598;1390867;1;100
NISSAN JUKE 17 05;2013;3287899;5012;;B_TOURISME_STANDARD;0.31598;1137510;1;100
NISSAN JUKE GRAVE ACCIDENTE;2014;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
NISSAN KING CAB;2003;1566002;2387;;C_CAMION_BUS;0.23338;464074;1;100
NISSAN KING CAB;2004;1566003;2387;;C_CAMION_BUS;0.23338;464074;1;100
NISSAN MICRA;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN MICRA;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN MICRA;2007;1504343;2293;;B_TOURISME_STANDARD;0.31598;573942;1;100
NISSAN MICRA;2009;1857906;2832;;B_TOURISME_STANDARD;0.31598;685661;1;100
NISSAN MICRA 19 08;2008;1831666;2792;;B_TOURISME_STANDARD;0.31598;677370;1;100
NISSAN MICRA 24 06;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN MICRA 30 05;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN MICRA 31 10;2011;2018616;3077;;B_TOURISME_STANDARD;0.31598;736442;1;100
NISSAN MURANO;2008;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
NISSAN MURANO;2015;7881157;12014;;A_TOURISME_13CV_PLUS;0.40208;3267456;1;100
NISSAN MURANO 12;2006;2902849;4425;;A_TOURISME_13CV_PLUS;0.40208;1265778;1;100
NISSAN NAVARA;2004;1566005;2387;;C_CAMION_BUS;0.23338;464074;1;100
NISSAN NAVARA;2009;1866002;2844;;C_CAMION_BUS;0.23338;534088;1;100
NISSAN NAVARA;2011;1953020;2977;;C_CAMION_BUS;0.23338;554396;1;100
NISSAN NAVARA;2014;5364014;8177;;C_CAMION_BUS;0.23338;1350454;1;100
NISSAN NAVARA DOUBLE CAB;2002;1500003;;OUI;C_CAMION_BUS;0.23338;448671;1;100
NISSAN NOTE;2008;1628322;2482;;B_TOURISME_STANDARD;0.31598;613117;1;100
NISSAN NOTE;2010;1933343;2947;;B_TOURISME_STANDARD;0.31598;709498;1;100
NISSAN NOTE 11 03;2009;1759512;2682;;B_TOURISME_STANDARD;0.31598;654571;1;100
NISSAN PATHFINDER;2010;4219361;6432;;B_TOURISME_STANDARD;0.31598;1431834;1;100
NISSAN PATHFINDER;2015;7881156;12014;;A_TOURISME_13CV_PLUS;0.40208;3267455;1;100
NISSAN PATHFINDER;2017;8471521;12914;;A_TOURISME_13CV_PLUS;0.40208;3504829;1;100
NISSAN PATROL;2011;4928337;7513;;AUTRE/EXONERE;;;1;100
NISSAN PICKUP;2005;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
NISSAN PIXO;2010;1500002;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
NISSAN PRIMASTAR;2013;3100950;4727;;B_TOURISME_STANDARD;0.31598;1078438;1;100
NISSAN PRIMERA;1998;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN PRIMERA;1999;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN PRIMERA;2007;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN PRIMERA 02 09;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN PRIMERA 10;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN PRIMERA 15 11;2002;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
NISSAN PRIMERA 16 04;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN PRIMERA 19 07;2001;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN PRIMERA 23 01;2008;1690636;2577;;B_TOURISME_STANDARD;0.31598;632807;1;100
NISSAN PRIMERA 28 09;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN PRIMERA 30 04;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN QASHQAI;2013;4334154;6607;;B_TOURISME_STANDARD;0.31598;1468106;1;100
NISSAN QASHQAI;2017;6826803;10407;;B_TOURISME_STANDARD;0.31598;2255733;1;100
NISSAN QASHQAI;2018;8040329;12257;;B_TOURISME_STANDARD;0.31598;2639183;1;100
NISSAN QASHQAI 08 11;2007;2668015;4067;;B_TOURISME_STANDARD;0.31598;941639;1;100
NISSAN QASHQAI 13 08;2008;2746731;4187;;B_TOURISME_STANDARD;0.31598;966512;1;100
NISSAN QASHQAI 18 10;2007;2674576;4077;;B_TOURISME_STANDARD;0.31598;943713;1;100
NISSAN QASHQAI 23 12;2009;2861525;4362;;B_TOURISME_STANDARD;0.31598;1002785;1;100
NISSAN QASHQAI 25 11;2008;2563063;3907;;B_TOURISME_STANDARD;0.31598;908477;1;100
NISSAN QASHQAI S 07;2023;6206031;9460;;A_TOURISME_13CV_PLUS;0.40208;2593921;1;100
NISSAN QUEST;2015;7881157;12014;;A_TOURISME_13CV_PLUS;0.40208;3267456;1;100
NISSAN ROGUE GRAVE ACCIDENTE;2012;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
NISSAN ROGUE GRAVE ACCIDENTE;2013;1500003;;OUI;A_TOURISME_13CV_PLUS;0.40208;701721;1;100
NISSAN SENTRA;2013;3145125;4794;;B_TOURISME_STANDARD;0.31598;1092397;1;100
NISSAN SENTRA;2014;3400950;5184;;B_TOURISME_STANDARD;0.31598;1173232;1;100
NISSAN SERENA 24 02;1999;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN TIIDA;2009;1644719;2507;;B_TOURISME_STANDARD;0.31598;618298;1;100
NISSAN TIIDA;2010;1998936;3047;;B_TOURISME_STANDARD;0.31598;730224;1;100
NISSAN TINO;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN TYPE ROGUE;2008;1196005;1823;;AUTRE/EXONERE;;;1;100
NISSAN URVAN USAGES;1994;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
NISSAN VANETTE USAGES;1989;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
NISSAN VERSA;2007;2019498;3078;;B_TOURISME_STANDARD;0.31598;736721;1;100
NISSAN VERSA GRAVE ACCIDENTE;2011;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN X TRAIL;1998;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN X TRAIL;2018;9699036;14785;;A_TOURISME_13CV_PLUS;0.40208;3998388;1;100
NISSAN X TRAIL 24 01;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN X TRAIL 26 06;2009;3540641;5397;;A_TOURISME_13CV_PLUS;0.40208;1522221;1;100
NISSAN X TRAIL M C 28 11;2003;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
NISSAN XTRAIL;2006;2199005;3352;;B_TOURISME_STANDARD;0.31598;793442;1;100
NIVELEUSE USAGE NIVELEUSES;2016;14025253;21381;;AUTRE/EXONERE;;;1;100
NIVEULEUSE BOMAG BG110 AUTRES;1998;8420203;12836;;AUTRE/EXONERE;;;1;100
OPEL AGILA;2010;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
OPEL ANTARA;2008;2159647;3292;;B_TOURISME_STANDARD;0.31598;781005;1;100
OPEL ASTRA;1995;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
OPEL ASTRA;1996;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
OPEL ASTRA;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
OPEL ASTRA;2007;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
OPEL ASTRA;2009;1506001;2295;;B_TOURISME_STANDARD;0.31598;574466;1;100
OPEL ASTRA 05 06;1998;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
OPEL ASTRA 06 07;2000;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
